Exp,fps
1618838297.252277,8.121629523747645
1618838297.2758121,13.636611574755905
1618838297.298472,17.717302717834237
1618838297.321295,20.817178335562506
1618838297.3444211,23.226106143305074
1618838297.367247,25.19939017475777
1618838297.389138,26.923905350933875
1618838297.4116638,28.316779815799347
1618838297.43396,29.52620286469782
1618838297.456707,30.52866488989837
1618838297.478933,31.44770960613173
1618838297.501666,32.21294906864311
1618838297.523425,32.9714923404687
1618838297.5456681,33.611669971814216
1618838297.56796,34.18304794286418
1618838297.590517,34.67924945434368
1618838297.61293,35.13964909959817
1618838297.634568,35.61380391039567
1618838297.656715,36.01424647771192
1618838297.6777139,36.458561199340835
1618838297.699233,36.83648285261723
1618838297.720806,37.18351756076125
1618838297.7426949,37.48681849371444
1618838297.76366,37.82422452459678
1618838297.785113,38.1116733006386
1618838297.806724,38.37190940097022
1618838297.828466,38.60893439341074
1618838297.8501198,38.836351935021234
1618838297.872019,39.037575685782514
1618838297.895127,39.16546232870006
1618838297.91656,39.36937875120331
1618838297.94015,39.457265315584145
1618838297.9616268,39.64054434875991
1618838297.983216,39.809383305818024
1618838298.004846,39.968025579536366
1618838298.0257668,40.15069895675101
1618838298.047402,40.29377428516666
1618838298.068939,40.43443609390579
1618838298.090855,40.552807554052215
1618838298.112361,40.68286183591585
1618838298.133899,40.80604884981682
1618838298.1558568,40.90732445644393
1618838298.1768808,41.0409120626876
1618838298.198443,41.148491814255706
1618838298.220868,41.21928476297079
1618838298.2421498,41.32959090892755
1618838298.26367,41.42706544771199
1618838298.285747,41.50087929988017
1618838298.306774,41.609065001851185
1618838298.328924,41.674376426305535
1618838298.352097,41.702406719484266
1618838298.374198,41.765323857959345
1618838298.395672,41.84675245514107
1618838298.417019,41.929600201262076
1618838298.4386299,42.0012768388159
1618838298.4602292,42.07100533926134
1618838298.481673,42.14333614042455
1618838298.5034912,42.20192164267342
1618838298.5245938,42.28032861131336
1618838298.546368,42.33634532910158
1618838298.568025,42.394084287779386
1618838298.589275,42.46200164506013
1618838298.610711,42.52257408714833
1618838298.632579,42.56923986635919
1618838298.654241,42.62029578485274
1618838298.676085,42.664901460238575
1618838298.6975482,42.71863973649613
1618838298.718611,42.7816906946677
1618838298.7400892,42.83205551034394
1618838298.761832,42.874135014326086
1618838298.7833128,42.9219057084321
1618838298.804638,42.97242662308945
1618838298.8262122,43.01539067108134
1618838298.8478389,43.055973347188825
1618838298.869133,43.103770315525345
1618838298.8903759,43.15166105505811
1618838298.911722,43.195914227499976
1618838298.9327412,43.24695954468714
1618838298.953865,43.29433737468619
1618838298.975165,43.33649870342613
1618838298.996384,43.379579892868506
1618838299.017493,43.42422234896446
1618838299.03864,43.46701272693185
1618838299.060543,43.491835184584005
1618838299.081585,43.53526868943476
1618838299.102359,43.58373880569406
1618838299.1235871,43.621245251175644
1618838299.144316,43.66877236163698
1618838299.165046,43.715310182229
1618838299.185964,43.756888671292906
1618838299.207094,43.79320367978409
1618838299.227998,43.83348611526682
1618838299.2487319,43.87647216179378
1618838299.269878,43.91021388945464
1618838299.290922,43.94534863926697
1618838299.311688,43.98540784094876
1618838299.3329,44.015802126734656
1618838299.353843,44.050942667698116
1618838299.37485,44.08415174744679
1618838299.3956952,44.11991793695264
1618838299.4172869,44.14063643805168
1618838299.43852,44.1678134420843
1618838299.4593868,44.201436675434
1618838299.480688,44.22629916880073
1618838299.501513,44.259593899257574
1618838299.522558,44.288237879646296
1618838299.543968,44.309684109222125
1618838299.564655,44.34389511847621
1618838299.5853848,44.376789066536276
1618838299.6064918,44.402356392687985
1618838299.627626,44.42699384145807
1618838299.6485162,44.455540688529
1618838299.6693912,44.48389820666904
1618838299.6907148,44.503973931602076
1618838299.711582,44.53159729805502
1618838299.7324429,44.55888052726984
1618838299.753408,44.58396303417875
1618838299.77498,44.59841395945475
1618838299.795777,44.6255968673581
1618838299.816549,44.65275782874477
1618838299.837966,44.66889641984333
1618838299.8587132,44.69573379220954
1618838299.880238,44.70951898373446
1618838299.9009979,44.73543320494745
1618838299.9221299,44.7550003866832
1618838299.943341,44.77300088551046
1618838299.964845,44.78613562299807
1618838299.985924,44.8057216906599
1618838300.0072498,44.821173939510174
1618838300.028527,44.837141156287785
1618838300.049835,44.85241501152125
1618838300.071125,44.86775738372028
1618838300.0926669,44.87904759237407
1618838300.114284,44.88904700553207
1618838300.135482,44.90514536460816
1618838300.1566331,44.921745328716526
1618838300.178242,44.93133540848323
1618838300.199208,44.95023227543939
1618838300.220489,44.96426149920553
1618838300.2417762,44.97802662763431
1618838300.263314,44.98801595830217
1618838300.284829,44.99818264382069
1618838300.305988,45.0132553019634
1618838300.327389,45.02472138608604
1618838300.348165,45.04476517697933
1618838300.368978,45.06406505028656
1618838300.390132,45.07839040094009
1618838300.410965,45.096941665582406
1618838300.4315038,45.11926171564024
1618838300.452669,45.132830433248095
1618838300.473393,45.15215378763776
1618838300.4940429,45.1722593589046
1618838300.514782,45.190918338533734
1618838300.535908,45.2042144417485
1618838300.5567849,45.22063146089772
1618838300.577734,45.23590524585715
1618838300.599117,45.24532186426865
1618838300.6199439,45.26185703097114
1618838300.6405911,45.28050417990314
1618838300.6614459,45.296265889080765
1618838300.682421,45.3103123175099
1618838300.7032902,45.325538086881785
1618838300.723945,45.34327361744742
1618838300.744912,45.356917455388434
1618838300.765791,45.37148938100914
1618838300.78647,45.3883768569588
1618838300.807468,45.40113671396903
1618838300.82811,45.41812247969972
1618838300.848943,45.43258677825699
1618838300.870551,45.43747602839041
1618838300.8913732,45.4518028816443
1618838300.9122188,45.46568358580445
1618838300.932905,45.48132518385103
1618838300.954129,45.49039825797919
1618838300.9748192,45.50568912125394
1618838300.995971,45.51537760307229
1618838301.0171552,45.52458597703863
1618838301.0378282,45.539635728965486
1618838301.0587661,45.55147825998443
1618838301.079464,45.56595190564405
1618838301.100607,45.575167425791165
1618838301.121505,45.587082724775
1618838301.1422322,45.60081692742194
1618838301.163361,45.60986462050238
1618838301.184057,45.62368939786842
1618838301.204692,45.63806803752627
1618838301.226298,45.64146021431472
1618838301.24704,45.65440489726059
1618838301.267791,45.6671205189138
1618838301.2890182,45.67448229176282
1618838301.31037,45.68040363300316
1618838301.3310552,45.69352779737205
1618838301.3519502,45.70421793097242
1618838301.373098,45.71210984478618
1618838301.3937101,45.725659176412876
1618838301.414585,45.73627112648202
1618838301.435613,45.74515490307949
1618838301.456488,45.75557004738706
1618838301.477152,45.76810611576893
1618838301.4978209,45.780471195499786
1618838301.5194151,45.78307160677398
1618838301.5409868,45.785864498320656
1618838301.562166,45.79271016147006
1618838301.58354,45.79747548151331
1618838301.604767,45.8036996430216
1618838301.626164,45.80812311444537
1618838301.647552,45.81261621908257
1618838301.6687,45.81947918231615
1618838301.689971,45.82504261838592
1618838301.7115169,45.82780399055423
1618838301.7323148,45.83798683037707
1618838301.753835,45.840920329994084
1618838301.774922,45.84809943484146
1618838301.796504,45.85035045522542
1618838301.8174138,45.85914332134099
1618838301.838754,45.86368971685117
1618838301.860378,45.86543209041535
1618838301.881558,45.87144380579799
1618838301.903003,45.87485548896836
1618838301.924523,45.87751911893476
1618838301.945485,45.88547442362342
1618838301.966552,45.89236462682686
1618838301.987825,45.89723957947427
1618838302.0097332,45.89611864310584
1618838302.0315788,45.89558814890242
1618838302.05302,45.89880937269935
1618838302.074547,45.901232276209754
1618838302.095784,45.90630523102348
1618838302.1170619,45.91095760233332
1618838302.138782,45.91151931996656
1618838302.159811,45.918382559760985
1618838302.18117,45.92218880987105
1618838302.202456,45.92662384123974
1618838302.2246752,45.92260275182365
1618838302.246169,45.92514045764501
1618838302.2680051,45.92458249495024
1618838302.289294,45.9289063164649
1618838302.310543,45.93355807323778
1618838302.3318799,45.93738599743904
1618838302.353436,45.93924802427736
1618838302.374731,45.943398114795585
1618838302.39607,45.94712207732635
1618838302.417412,45.95078991866143
1618838302.438071,45.96034037022561
1618838302.4593558,45.964409288863045
1618838302.480581,45.96897841420105
1618838302.501539,45.975779140547026
1618838302.522808,45.97988417148049
1618838302.5441122,45.98366822617169
1618838302.565692,45.985071038657445
1618838302.586694,45.99134996155783
1618838302.608056,45.994550010859825
1618838302.629806,45.99448066232052
1618838302.650953,45.99943460537465
1618838302.672131,46.0040934622771
1618838302.69412,46.0020036028913
1618838302.7149801,46.00924409855359
1618838302.7363698,46.0120729972621
1618838302.757833,46.01428361534404
1618838302.779157,46.01760952323809
1618838302.800444,46.02121066464855
1618838302.821752,46.02461508841469
1618838302.843155,46.02722886855796
1618838302.864218,46.03255198888523
1618838302.885791,46.03375750979955
1618838302.9073222,46.0352886447211
1618838302.9284558,46.03995992626709
1618838302.949822,46.0427620434465
1618838302.9711099,46.04615844945296
1618838302.992507,46.04866627712906
1618838303.013673,46.05297145327543
1618838303.035127,46.05500762701404
1618838303.057076,46.0531753917472
1618838303.0782049,46.05771199406696
1618838303.0996969,46.059400547788634
1618838303.121278,46.0603928517608
1618838303.142275,46.065866872305584
1618838303.163628,46.06856958582865
1618838303.1850739,46.07055333706852
1618838303.206053,46.07606368238584
1618838303.227393,46.07881576459596
1618838303.2488499,46.08065258047569
1618838303.26982,46.08613873881943
1618838303.2911098,46.0892014299337
1618838303.3125498,46.09110999522108
1618838303.3340778,46.09236652392
1618838303.3550699,46.09756783128611
1618838303.376246,46.10139104544509
1618838303.398043,46.100613871945896
1618838303.418901,46.10672434776871
1618838303.4399989,46.11103346710287
1618838303.4613178,46.11371895772888
1618838303.482187,46.11964569408571
1618838303.503505,46.12228460932307
1618838303.525124,46.122735256437714
1618838303.546689,46.12357096789223
1618838303.567905,46.12690116216494
1618838303.5894248,46.128038742599195
1618838303.61061,46.13155299481722
1618838303.63148,46.13727932154823
1618838303.653104,46.137636079202224
1618838303.674794,46.137525268697615
1618838303.695783,46.14234044001518
1618838303.716886,46.146326357749395
1618838303.738133,46.149281274119616
1618838303.759267,46.15300384412291
1618838303.780527,46.1558283911266
1618838303.801697,46.159250613558356
1618838303.8235352,46.15805863686738
1618838303.8445451,46.16255862086527
1618838303.8664079,46.16117850824586
1618838303.887893,46.16239575732074
1618838303.908733,46.1680040391841
1618838303.929963,46.17092328759912
1618838303.9514198,46.172288008367886
1618838303.9721868,46.178299969268046
1618838303.993592,46.17998306054123
1618838304.014864,46.18254770236016
1618838304.036205,46.18463516816636
1618838304.0573041,46.18831640555594
1618838304.078537,46.19109124942153
1618838304.099966,46.19255697321119
1618838304.120919,46.1971519956383
1618838304.142068,46.200428295081565
1618838304.1634939,46.2018589069152
1618838304.1845691,46.205592492469975
1618838304.206757,46.20202407252616
1618838304.228674,46.200254439450056
1618838304.249457,46.20584041822886
1618838304.2708201,46.20765383578136
1618838304.292235,46.20911453145423
1618838304.3138251,46.209434519004326
1618838304.334795,46.21373505513035
1618838304.35622,46.21510724810622
1618838304.3779771,46.21434821697457
1618838304.398795,46.219563007787585
1618838304.420299,46.22039888615696
1618838304.4415412,46.22288593545616
1618838304.463014,46.223896281757966
1618838304.484431,46.225265234453865
1618838304.505646,46.22787958681223
1618838304.52678,46.23099764059698
1618838304.5482318,46.23210999306384
1618838304.569464,46.23458298422191
1618838304.5913029,46.23328080607256
1618838304.612297,46.23720058071786
1618838304.633617,46.23910199666306
1618838304.655301,46.238743921863964
1618838304.676712,46.24007262738743
1618838304.697983,46.24224302888277
1618838304.7191832,46.2448338525886
1618838304.740646,46.24581225776785
1618838304.761788,46.248730125165046
1618838304.783051,46.250900684029915
1618838304.804214,46.25366185680701
1618838304.825619,46.254953405280574
1618838304.846773,46.257742179040264
1618838304.868287,46.25835783863379
1618838304.889482,46.26088354937209
1618838304.910767,46.262848542373305
1618838304.932357,46.26300634443949
1618838304.9534771,46.26593634650681
1618838304.974684,46.2683315958279
1618838304.9964359,46.26752032783843
1618838305.017341,46.271675586113176
1618838305.0384178,46.274796684853335
1618838305.059632,46.27711340767766
1618838305.081258,46.277014207043365
1618838305.102241,46.28064760296974
1618838305.1234949,46.28269293722353
1618838305.144786,46.28451377556877
1618838305.166353,46.2847354808704
1618838305.187884,46.28516276369824
1618838305.2091851,46.28690529835314
1618838305.23088,46.286387580732715
1618838305.2519932,46.289188999866674
1618838305.2733052,46.29084476371348
1618838305.294917,46.29079115738122
1618838305.315708,46.295374505760236
1618838305.337044,46.29686598239087
1618838305.3585432,46.29743831777711
1618838305.379575,46.30062267065143
1618838305.401032,46.30141179411805
1618838305.4221811,46.303910895840794
1618838305.4430752,46.307828705296856
1618838305.464455,46.30902105728774
1618838305.485813,46.31032922575472
1618838305.507072,46.31217797817741
1618838305.528288,46.31425447980282
1618838305.549624,46.31566046488098
1618838305.571112,46.31622539109965
1618838305.592028,46.31991796647998
1618838305.613345,46.32139742108861
1618838305.635576,46.31790304510823
1618838305.656438,46.32185692714639
1618838305.677696,46.323645530528566
1618838305.699239,46.323884699967664
1618838305.720164,46.32745502337441
1618838305.7413602,46.32954472223464
1618838305.76268,46.330969450053715
1618838305.783471,46.3352138959422
1618838305.804617,46.3375417887974
1618838305.82604,46.33838241560723
1618838305.847898,46.33690693346938
1618838305.8684008,46.34262302679119
1618838305.8895402,46.34494749893669
1618838305.910898,46.34610496857575
1618838305.931653,46.35042649208612
1618838305.952757,46.352904723474325
1618838305.9739258,46.35501998297075
1618838305.9959161,46.352838028635226
1618838306.0167859,46.356507874249196
1618838306.038076,46.35797493548889
1618838306.060686,46.35264058901442
1618838306.08578,46.334370702208
1618838306.110453,46.31842559217718
1618838306.134624,46.305148932682975
1618838306.157871,46.29668087133012
1618838306.178754,46.30034803717465
1618838306.199818,46.30306924304294
1618838306.22049,46.30777954197096
1618838306.241428,46.311116544558594
1618838306.262187,46.31534597125471
1618838306.282979,46.319394290894316
1618838306.3037791,46.32337882071141
1618838306.3244932,46.32777860367858
1618838306.345393,46.331218517557254
1618838306.366261,46.33480839690657
1618838306.386904,46.33951330332894
1618838306.407913,46.3423642386968
1618838306.428637,46.34662262698034
1618838306.449276,46.35128479967554
1618838306.4702091,46.354467366294394
1618838306.490923,46.35872014469048
1618838306.511607,46.36310238859507
1618838306.532326,46.36728783589298
1618838306.553751,46.36798609936585
1618838306.574431,46.37234344966827
1618838306.5952692,46.3758978859774
1618838306.6161358,46.37929982225133
1618838306.636818,46.383594217385706
1618838306.6573708,46.38848826633625
1618838306.67803,46.392855960968845
1618838306.699113,46.39513946128138
1618838306.719819,46.39924643453071
1618838306.740566,46.40312811185776
1618838306.761622,46.405514013219445
1618838306.7825432,46.40853370062373
1618838306.803285,46.412399077581995
1618838306.824616,46.41342333961909
1618838306.8453178,46.417457410181704
1618838306.865897,46.422051213792855
1618838306.8867042,46.42554556933757
1618838306.907755,46.427866537268585
1618838306.92854,46.43144259736878
1618838306.949224,46.435471649464326
1618838306.9702551,46.43785573353573
1618838306.991041,46.441378659983705
1618838307.0117571,46.44521104339622
1618838307.032882,46.447113852074224
1618838307.0536692,46.4505904766818
1618838307.075315,46.4500452385235
1618838307.096054,46.453724665663614
1618838307.1171682,46.45564457106722
1618838307.1380951,46.45842435604378
1618838307.158871,46.46188739353398
1618838307.1801012,46.46324652732004
1618838307.2009401,46.46639913405695
1618838307.222212,46.467545144359505
1618838307.2433522,46.469288200251384
1618838307.264457,46.4711936318481
1618838307.285303,46.4742717151773
1618838307.306186,46.4771682139404
1618838307.327565,46.47779229309955
1618838307.348813,46.47900954111323
1618838307.36971,46.48181486879044
1618838307.39108,46.4824616410063
1618838307.411938,46.48542924917668
1618838307.4327931,46.48839386675417
1618838307.4536698,46.491247441528536
1618838307.474406,46.49472318723744
1618838307.495659,46.49586606412397
1618838307.5163388,46.49956922914593
1618838307.5374231,46.501452641969465
1618838307.5582788,46.5043450879378
1618838307.579702,46.50470271629567
1618838307.6009212,46.505964843591464
1618838307.6217651,46.508884006938594
1618838307.6425679,46.51197298082394
1618838307.663958,46.51245793470258
1618838307.6851468,46.5138265902021
1618838307.705917,46.517032466714085
1618838307.727096,46.51843045117216
1618838307.747634,46.5226310939938
1618838307.768194,46.52671930796815
1618838307.7892091,46.52880132802205
1618838307.810669,46.52894100130281
1618838307.8316128,46.531327777044304
1618838307.8529,46.532212506926214
1618838307.87449,46.531777248659765
1618838307.8955562,46.53361273315685
1618838307.916845,46.5344833963202
1618838307.938308,46.53459722409563
1618838307.959184,46.53722853629613
1618838307.9804108,46.53835290171238
1618838308.001879,46.538437024067456
1618838308.0235388,46.53769636016469
1618838308.0443552,46.54056555398984
1618838308.0654662,46.5421640917603
1618838308.0869792,46.542048961687954
1618838308.107928,46.54432522660528
1618838308.129199,46.54523028207228
1618838308.151503,46.5417696051761
1618838308.1723368,46.54451779381521
1618838308.1934562,46.54605664519522
1618838308.2149692,46.545935290505724
1618838308.2366028,46.545307355229916
1618838308.257807,46.546480299831224
1618838308.278987,46.54774897686882
1618838308.3007538,46.54656697585522
1618838308.3217402,46.54864158823607
1618838308.3429692,46.54969139427295
1618838308.3646872,46.54871536670998
1618838308.385925,46.549727946155826
1618838308.407339,46.5500102720356
1618838308.4288929,46.54971478564963
1618838308.4497228,46.55239746171949
1618838308.470863,46.55379780680474
1618838308.492098,46.55480371649902
1618838308.5139031,46.55347496657153
1618838308.535059,46.55479604703315
1618838308.556881,46.55340305376323
1618838308.5782661,46.55379220815292
1618838308.599166,46.556152474014866
1618838308.620474,46.55684704152558
1618838308.642074,46.556358208789284
1618838308.6632059,46.55776023360378
1618838308.684459,46.55866556287437
1618838308.70618,46.55769344721627
1618838308.727131,46.55981189835993
1618838308.748329,46.5609328986384
1618838308.7696772,46.561449817022954
1618838308.791548,46.55987677324105
1618838308.812397,46.56237835150693
1618838308.833859,46.56244027512678
1618838308.85538,46.562263724227236
1618838308.87629,46.56450963740633
1618838308.89763,46.56504610109509
1618838308.9193642,46.5640245159165
1618838308.9403882,46.56580569596322
1618838308.9619892,46.56530585546467
1618838308.983657,46.56455251507211
1618838309.00568,46.5624061700156
1618838309.026753,46.56398551406178
1618838309.0483341,46.563574632768606
1618838309.069953,46.563017055714916
1618838309.090723,46.565766370103205
1618838309.11254,46.564437420650606
1618838309.133964,46.56463763132436
1618838309.154906,46.56669960429116
1618838309.1762109,46.56735893763336
1618838309.197353,46.568641058278175
1618838309.218303,46.57065831802829
1618838309.239481,46.57178793387731
1618838309.260771,46.57249131917612
1618838309.282465,46.571636392360276
